,member_id,payment_date,amount_pkr,payment_type,payment_status
558,M00277,2026-01-25,3500.0,registration,paid
559,M00278,2026-02-27,30000.0,renewal,paid
560,M00279,2026-08-26,9000.0,renewal,paid
561,M00280,2026-04-27,30000.0,renewal,paid
562,M00281,2026-07-14,9000.0,membership fee,paid
563,M00282,2026-07-15,30000.0,membership fee,paid
564,M00282,2026-01-18,30000.0,registration,paid
565,M00283,2026-05-29,9000.0,registration,paid
566,M00283,2026-01-22,30000.0,registration,paid
567,M00283,2026-08-27,9000.0,registration,paid
568,M00284,2026-08-30,3500.0,registration,paid
569,M00284,2026-01-25,9000.0,membership fee,paid
570,M00285,2026-03-28,9000.0,renewal,paid
571,M00286,2026-01-03,30000.0,registration,paid
572,M00287,2026-07-19,30000.0,renewal,paid
573,M00287,2026-04-24,9000.0,renewal,paid
574,M00287,2026-05-07,30000.0,renewal,paid
575,M00288,2026-03-11,3500.0,renewal,paid
576,M00289,2026-01-04,30000.0,membership fee,paid
577,M00289,2026-05-30,9000.0,membership fee,paid
578,M00289,2026-04-24,9000.0,membership fee,paid
579,M00290,2026-08-19,9000.0,membership fee,paid
580,M00290,2026-06-08,30000.0,membership fee,paid
581,M00291,2026-05-30,30000.0,renewal,paid
582,M00291,2026-06-19,3500.0,renewal,paid
583,M00291,2026-05-20,3500.0,registration,paid
584,M00292,2026-03-03,30000.0,renewal,paid
585,M00292,2026-08-29,9000.0,renewal,paid
586,M00292,2026-01-02,9000.0,renewal,paid
587,M00293,2026-06-19,9000.0,renewal,paid
588,M00293,2026-02-07,30000.0,renewal,paid
589,M00293,2026-01-31,3500.0,registration,paid
590,M00294,2026-06-04,30000.0,membership fee,paid
591,M00295,2026-01-06,30000.0,membership fee,paid
592,M00296,2026-01-19,30000.0,membership fee,paid
593,M00296,2026-03-11,9000.0,membership fee,paid
594,M00296,2026-03-06,9000.0,renewal,paid
595,M00297,2026-01-22,3500.0,renewal,paid
596,M00297,2026-03-11,30000.0,registration,paid
597,M00297,2026-06-05,30000.0,registration,paid
598,M00298,2026-06-09,3500.0,membership fee,paid
599,M00298,2026-03-13,9000.0,renewal,paid
600,M00299,2026-07-16,30000.0,renewal,paid
601,M00299,2026-05-19,3500.0,registration,paid
602,M00299,2026-04-22,9000.0,renewal,paid
603,M00300,2026-01-29,9000.0,renewal,paid
604,M00300,2026-04-23,30000.0,membership fee,paid
605,M00301,2026-08-31,3500.0,registration,paid
606,M00302,2026-03-23,9000.0,registration,paid
607,M00302,2026-06-24,9000.0,registration,paid
608,M00303,2026-02-15,3500.0,registration,paid
609,M00303,2026-02-10,30000.0,registration,paid
610,M00304,2026-02-14,30000.0,renewal,paid
611,M00304,2026-02-04,9000.0,membership fee,paid
612,M00304,2026-01-07,30000.0,renewal,paid
613,M00305,2026-04-12,9000.0,renewal,paid
614,M00306,2026-02-22,9000.0,renewal,paid
615,M00306,2026-02-04,3500.0,renewal,paid
616,M00306,2026-06-22,3500.0,renewal,paid
617,M00307,2026-08-17,9000.0,renewal,paid
618,M00307,2026-03-09,3500.0,membership fee,paid
619,M00308,2026-07-14,9000.0,registration,paid
620,M00308,2026-04-24,3500.0,registration,paid
621,M00308,2026-05-03,3500.0,renewal,paid
622,M00309,2026-05-01,9000.0,renewal,paid
623,M00309,2026-01-07,9000.0,registration,paid
624,M00310,2026-02-10,9000.0,membership fee,paid
625,M00311,2026-03-27,30000.0,registration,paid
626,M00312,2026-01-17,30000.0,registration,paid
627,M00312,2026-01-30,30000.0,renewal,paid
628,M00312,2026-04-24,9000.0,renewal,paid
629,M00313,2026-06-09,3500.0,renewal,paid
630,M00313,2026-02-16,9000.0,registration,paid
631,M00314,2026-05-06,3500.0,renewal,paid
632,M00314,2026-08-21,9000.0,renewal,paid
633,M00315,2026-07-28,30000.0,registration,paid
634,M00315,2026-03-07,9000.0,renewal,paid
635,M00315,2026-02-08,9000.0,registration,paid
636,M00316,2026-07-28,9000.0,registration,paid
637,M00316,2026-05-31,30000.0,registration,paid
638,M00316,2026-06-26,9000.0,renewal,paid
639,M00317,2026-01-26,30000.0,renewal,paid
640,M00317,2026-06-23,3500.0,membership fee,paid
641,M00317,2026-05-03,9000.0,registration,paid
642,M00318,2026-03-11,9000.0,membership fee,paid
643,M00318,2026-06-19,3500.0,registration,paid
644,M00319,2026-03-19,9000.0,membership fee,paid
645,M00319,2026-01-20,30000.0,renewal,paid
646,M00320,2026-02-17,3500.0,membership fee,paid
647,M00321,2026-01-06,30000.0,renewal,paid
648,M00321,2026-04-05,3500.0,renewal,paid
649,M00321,2026-06-17,30000.0,renewal,paid
650,M00322,2026-03-24,3500.0,registration,paid
651,M00323,2026-04-24,30000.0,registration,paid
652,M00324,2026-01-01,30000.0,membership fee,paid
653,M00324,2026-07-06,9000.0,renewal,paid
654,M00325,2026-01-20,30000.0,renewal,paid
655,M00325,2026-06-03,30000.0,registration,paid
656,M00326,2026-01-31,30000.0,renewal,paid
657,M00326,2026-05-08,3500.0,registration,paid
658,M00327,2026-01-01,30000.0,registration,paid
659,M00327,2026-07-11,9000.0,membership fee,paid
660,M00327,2026-01-21,30000.0,registration,paid
661,M00328,2026-03-30,9000.0,renewal,paid
662,M00328,2026-02-17,3500.0,membership fee,paid
663,M00329,2026-06-17,9000.0,renewal,paid
664,M00330,2026-07-29,30000.0,registration,paid
665,M00330,2026-04-16,3500.0,registration,paid
666,M00331,2026-08-19,3500.0,renewal,paid
667,M00331,2026-03-09,9000.0,registration,paid
668,M00332,2026-01-20,9000.0,renewal,paid
669,M00332,2026-01-04,30000.0,membership fee,paid
670,M00332,2026-03-04,30000.0,registration,paid
671,M00333,2026-03-22,9000.0,membership fee,paid
672,M00334,2026-07-26,30000.0,renewal,paid
673,M00335,2026-02-01,3500.0,membership fee,paid
674,M00335,2026-07-05,9000.0,registration,paid
675,M00336,2026-06-18,9000.0,membership fee,paid
676,M00336,2026-05-24,9000.0,renewal,paid
677,M00336,2026-07-09,3500.0,renewal,paid
678,M00337,2026-06-06,9000.0,renewal,paid
679,M00338,2026-08-12,30000.0,registration,paid
680,M00339,2026-03-28,9000.0,membership fee,paid
681,M00339,2026-04-25,9000.0,renewal,paid
682,M00340,2026-08-05,3500.0,renewal,paid
683,M00340,2026-01-31,9000.0,registration,paid
684,M00340,2026-02-23,3500.0,registration,paid
685,M00341,2026-08-07,3500.0,renewal,paid
686,M00341,2026-03-26,3500.0,registration,paid
687,M00342,2026-08-10,9000.0,registration,paid
688,M00343,2026-07-02,9000.0,membership fee,paid
689,M00343,2026-04-30,30000.0,renewal,paid
690,M00344,2026-07-20,3500.0,renewal,paid
691,M00345,2026-02-16,30000.0,membership fee,paid
692,M00346,2026-03-04,9000.0,membership fee,paid
693,M00346,2026-05-21,3500.0,renewal,paid
694,M00347,2026-04-02,30000.0,membership fee,paid
695,M00347,2026-04-09,9000.0,renewal,paid
696,M00347,2026-07-15,30000.0,renewal,paid
697,M00348,2026-02-22,30000.0,membership fee,paid
698,M00348,2026-01-29,9000.0,registration,paid
699,M00348,2026-01-15,30000.0,membership fee,paid
700,M00349,2026-03-26,3500.0,membership fee,paid
701,M00349,2026-04-03,9000.0,registration,paid
702,M00349,2026-01-20,3500.0,membership fee,paid
703,M00350,2026-02-02,30000.0,membership fee,paid
704,M00350,2026-05-18,3500.0,membership fee,paid
705,M00351,2026-01-03,30000.0,renewal,paid
706,M00352,2026-01-12,30000.0,registration,paid
707,M00352,2026-01-21,3500.0,membership fee,paid
708,M00352,2026-02-15,3500.0,renewal,paid
709,M00353,2026-01-31,9000.0,membership fee,paid
710,M00353,2026-05-03,3500.0,renewal,paid
711,M00353,2026-04-05,30000.0,registration,paid
712,M00354,2026-03-29,3500.0,renewal,paid
713,M00354,2026-07-27,30000.0,renewal,paid
714,M00354,2026-03-25,3500.0,registration,paid
715,M00355,2026-05-14,3500.0,membership fee,paid
716,M00356,2026-06-20,30000.0,renewal,paid
717,M00356,2026-06-28,30000.0,registration,paid
718,M00356,2026-07-30,30000.0,renewal,paid
719,M00357,2026-02-13,30000.0,registration,paid
720,M00358,2026-02-17,3500.0,membership fee,paid
721,M00358,2026-07-12,30000.0,registration,paid
722,M00359,2026-03-11,3500.0,registration,paid
723,M00360,2026-01-23,9000.0,renewal,paid
724,M00360,2026-05-30,9000.0,membership fee,paid
725,M00360,2026-06-03,3500.0,membership fee,paid
726,M00361,2026-02-11,3500.0,registration,paid
727,M00361,2026-08-03,3500.0,registration,paid
728,M00361,2026-07-22,9000.0,registration,paid
729,M00362,2026-02-26,3500.0,renewal,paid
730,M00363,2026-03-23,9000.0,renewal,paid
731,M00364,2026-03-24,30000.0,renewal,paid
732,M00364,2026-07-13,3500.0,membership fee,paid
733,M00364,2026-02-22,30000.0,membership fee,paid
734,M00365,2026-03-20,3500.0,membership fee,paid
735,M00365,2026-03-22,3500.0,registration,paid
736,M00366,2026-08-25,30000.0,membership fee,paid
737,M00366,2026-04-20,9000.0,registration,paid
738,M00366,2026-01-23,9000.0,renewal,paid
739,M00367,2026-04-29,30000.0,renewal,paid
740,M00367,2026-06-07,30000.0,registration,paid
741,M00367,2026-05-30,9000.0,membership fee,paid
742,M00368,2026-06-22,3500.0,registration,paid
743,M00368,2026-04-10,9000.0,membership fee,paid
744,M00368,2026-06-20,30000.0,registration,paid
745,M00369,2026-05-25,3500.0,registration,paid
746,M00369,2026-06-12,9000.0,renewal,paid
747,M00370,2026-01-29,30000.0,registration,paid
748,M00371,2026-05-29,9000.0,membership fee,paid
749,M00372,2026-01-22,30000.0,registration,paid
750,M00372,2026-06-25,9000.0,renewal,paid
751,M00373,2026-02-21,3500.0,renewal,paid
752,M00374,2026-08-01,30000.0,renewal,paid
753,M00375,2026-08-13,3500.0,renewal,paid
754,M00376,2026-01-10,30000.0,registration,paid
755,M00376,2026-01-03,30000.0,renewal,paid
756,M00376,2026-05-24,3500.0,registration,paid
757,M00377,2026-07-19,3500.0,membership fee,paid
758,M00377,2026-06-02,30000.0,membership fee,paid
759,M00377,2026-06-04,9000.0,renewal,paid
760,M00378,2026-02-28,3500.0,registration,paid
761,M00378,2026-06-18,3500.0,renewal,paid
762,M00378,2026-04-12,30000.0,membership fee,paid
763,M00379,2026-05-17,3500.0,renewal,paid
764,M00379,2026-02-26,3500.0,renewal,paid
765,M00379,2026-04-12,3500.0,renewal,paid
766,M00380,2026-01-09,9000.0,membership fee,paid
767,M00380,2026-08-21,3500.0,renewal,paid
768,M00380,2026-03-12,9000.0,registration,paid
769,M00381,2026-01-28,30000.0,membership fee,paid
770,M00382,2026-07-02,9000.0,registration,paid
771,M00382,2026-03-07,30000.0,renewal,paid
772,M00383,2026-07-31,30000.0,registration,paid
773,M00383,2026-01-04,30000.0,membership fee,paid
774,M00384,2026-02-13,30000.0,renewal,paid
775,M00384,2026-04-26,3500.0,renewal,paid
776,M00385,2026-04-16,30000.0,registration,paid
777,M00386,2026-08-09,9000.0,registration,paid
778,M00386,2026-05-06,9000.0,registration,paid
779,M00386,2026-05-20,3500.0,registration,paid
780,M00387,2026-01-28,30000.0,registration,paid
781,M00387,2026-07-08,30000.0,registration,paid
782,M00387,2026-01-04,9000.0,registration,paid
783,M00388,2026-01-22,3500.0,membership fee,paid
784,M00389,2026-05-20,30000.0,renewal,paid
785,M00390,2026-08-12,9000.0,membership fee,paid
786,M00391,2026-05-06,30000.0,renewal,paid
787,M00391,2026-05-30,9000.0,renewal,paid
788,M00391,2026-02-27,9000.0,registration,paid
789,M00392,2026-07-30,9000.0,registration,paid
790,M00392,2026-05-01,3500.0,membership fee,paid
791,M00393,2026-02-13,9000.0,membership fee,paid
792,M00393,2026-08-21,9000.0,renewal,paid
793,M00394,2026-07-02,30000.0,membership fee,paid
794,M00395,2026-07-08,30000.0,renewal,paid
795,M00395,2026-06-05,30000.0,renewal,paid
796,M00395,2026-03-19,9000.0,membership fee,paid
797,M00396,2026-05-18,30000.0,renewal,paid
798,M00397,2026-08-16,3500.0,registration,paid
799,M00398,2026-08-13,9000.0,renewal,paid
800,M00398,2026-05-12,3500.0,membership fee,paid
801,M00399,2026-04-07,30000.0,registration,paid
802,M00400,2026-01-05,3500.0,membership fee,paid
803,M00400,2026-05-13,3500.0,renewal,paid
804,M00400,2026-03-27,3500.0,renewal,paid
805,M00401,2026-07-15,3500.0,registration,paid
806,M00402,2026-04-03,3500.0,renewal,paid
807,M00402,2026-05-27,3500.0,registration,paid
808,M00402,2026-01-23,3500.0,membership fee,paid
809,M00403,2026-03-06,30000.0,renewal,paid
810,M00403,2026-07-11,3500.0,registration,paid
811,M00403,2026-07-01,3500.0,renewal,paid
812,M00404,2026-05-25,3500.0,membership fee,paid
813,M00405,2026-08-10,9000.0,renewal,paid
814,M00405,2026-01-31,9000.0,registration,paid
815,M00406,2026-06-30,3500.0,renewal,paid
816,M00406,2026-08-10,30000.0,renewal,paid
817,M00406,2026-08-15,3500.0,renewal,paid
818,M00407,2026-02-08,9000.0,membership fee,paid
819,M00407,2026-03-21,3500.0,registration,paid
820,M00408,2026-08-11,3500.0,renewal,paid
821,M00408,2026-01-10,3500.0,membership fee,paid
822,M00408,2026-08-14,30000.0,membership fee,paid
823,M00409,2026-01-03,3500.0,membership fee,paid
824,M00409,2026-02-18,30000.0,renewal,paid
825,M00410,2026-01-15,30000.0,renewal,paid
826,M00410,2026-01-27,9000.0,renewal,paid
827,M00411,2026-06-24,9000.0,membership fee,paid
828,M00411,2026-04-09,3500.0,membership fee,paid
829,M00412,2026-04-23,9000.0,membership fee,paid
830,M00413,2026-06-04,30000.0,membership fee,paid
831,M00413,2026-05-30,30000.0,registration,paid
832,M00414,2026-01-03,30000.0,membership fee,paid
833,M00414,2026-05-24,30000.0,registration,paid
834,M00415,2026-07-18,9000.0,renewal,paid
835,M00415,2026-01-23,30000.0,membership fee,paid
836,M00415,2026-01-07,3500.0,renewal,paid
837,M00416,2026-03-01,9000.0,renewal,paid
838,M00417,2026-03-04,3500.0,renewal,paid
839,M00417,2026-01-14,3500.0,membership fee,paid
840,M00417,2026-06-13,3500.0,membership fee,paid
841,M00418,2026-05-12,30000.0,registration,paid
842,M00418,2026-08-17,9000.0,membership fee,paid
843,M00419,2026-04-23,9000.0,membership fee,paid
844,M00420,2026-08-19,3500.0,registration,paid
845,M00421,2026-08-23,9000.0,registration,paid
846,M00422,2026-08-14,30000.0,membership fee,paid
847,M00423,2026-01-08,3500.0,membership fee,paid
848,M00424,2026-01-17,3500.0,registration,paid
849,M00425,2026-02-09,9000.0,registration,paid
850,M00425,2026-01-28,3500.0,renewal,paid
851,M00426,2026-08-23,3500.0,membership fee,paid
852,M00426,2026-04-01,30000.0,registration,paid
853,M00427,2026-06-26,3500.0,membership fee,paid
854,M00427,2026-01-05,30000.0,registration,paid
855,M00428,2026-06-23,9000.0,membership fee,paid
856,M00428,2026-02-16,3500.0,renewal,paid
857,M00429,2026-01-16,3500.0,membership fee,paid
858,M00429,2026-06-22,30000.0,renewal,paid
859,M00429,2026-07-02,9000.0,renewal,paid
860,M00430,2026-07-13,30000.0,registration,paid
861,M00431,2026-01-05,9000.0,renewal,paid
862,M00431,2026-05-30,3500.0,membership fee,paid
863,M00432,2026-06-25,30000.0,renewal,paid
864,M00432,2026-05-25,3500.0,renewal,paid
865,M00432,2026-02-23,3500.0,renewal,paid
866,M00433,2026-07-24,30000.0,registration,paid
867,M00434,2026-07-13,3500.0,renewal,paid
868,M00434,2026-08-11,9000.0,membership fee,paid
869,M00434,2026-03-14,3500.0,registration,paid
870,M00435,2026-06-21,30000.0,membership fee,paid
871,M00435,2026-07-25,3500.0,renewal,paid
872,M00436,2026-08-14,9000.0,membership fee,paid
873,M00437,2026-02-16,3500.0,renewal,paid
874,M00438,2026-03-05,30000.0,membership fee,paid
875,M00438,2026-05-29,3500.0,registration,paid
876,M00439,2026-06-17,3500.0,registration,paid
877,M00439,2026-01-14,9000.0,registration,paid
878,M00440,2026-02-11,30000.0,renewal,paid
879,M00441,2026-05-01,3500.0,membership fee,paid
880,M00441,2026-08-02,9000.0,renewal,paid
881,M00442,2026-02-02,30000.0,membership fee,paid
882,M00442,2026-07-25,30000.0,renewal,paid
883,M00442,2026-04-06,9000.0,renewal,paid
884,M00443,2026-04-23,30000.0,renewal,paid
885,M00444,2026-05-22,9000.0,membership fee,paid
886,M00444,2026-01-03,9000.0,renewal,paid
887,M00445,2026-04-19,30000.0,renewal,paid
888,M00446,2026-08-20,9000.0,membership fee,paid
889,M00447,2026-06-21,9000.0,renewal,paid
890,M00447,2026-03-07,9000.0,membership fee,paid
891,M00448,2026-02-22,9000.0,membership fee,paid
892,M00449,2026-02-06,3500.0,renewal,paid
893,M00449,2026-02-12,9000.0,renewal,paid
894,M00450,2026-08-16,3500.0,renewal,paid
895,M00450,2026-06-30,30000.0,renewal,paid
896,M00450,2026-05-14,30000.0,registration,paid
897,M00451,2026-03-16,30000.0,registration,paid
898,M00451,2026-07-28,9000.0,membership fee,paid
899,M00452,2026-07-02,30000.0,renewal,paid
900,M00452,2026-07-28,9000.0,renewal,paid
901,M00453,2026-06-13,3500.0,registration,paid
902,M00454,2026-01-07,30000.0,membership fee,paid
903,M00454,2026-08-19,9000.0,renewal,paid
904,M00455,2026-03-10,3500.0,membership fee,paid
905,M00456,2026-06-21,9000.0,registration,paid
906,M00456,2026-08-01,30000.0,membership fee,paid
907,M00456,2026-08-12,9000.0,membership fee,paid
908,M00457,2026-01-13,9000.0,registration,paid
909,M00458,2026-08-14,3500.0,membership fee,paid
910,M00458,2026-08-30,30000.0,renewal,paid
911,M00459,2026-01-25,30000.0,renewal,paid
912,M00460,2026-07-10,9000.0,renewal,paid
913,M00461,2026-07-30,3500.0,registration,paid
914,M00461,2026-04-07,3500.0,renewal,paid
915,M00461,2026-06-20,9000.0,registration,paid
916,M00462,2026-01-26,30000.0,renewal,paid
917,M00462,2026-01-19,9000.0,membership fee,paid
918,M00463,2026-01-10,9000.0,renewal,paid
919,M00463,2026-04-19,30000.0,renewal,paid
920,M00463,2026-02-26,3500.0,renewal,paid
921,M00464,2026-02-13,9000.0,registration,paid
922,M00464,2026-03-05,3500.0,registration,paid
923,M00465,2026-08-10,9000.0,membership fee,paid
924,M00465,2026-01-24,30000.0,renewal,paid
925,M00466,2026-03-05,9000.0,registration,paid
926,M00466,2026-05-31,3500.0,registration,paid
927,M00467,2026-08-12,30000.0,membership fee,paid
928,M00467,2026-08-17,30000.0,renewal,paid
929,M00468,2026-07-23,3500.0,membership fee,paid
930,M00469,2026-05-12,9000.0,membership fee,paid
931,M00470,2026-05-27,3500.0,renewal,paid
932,M00471,2026-02-20,30000.0,registration,paid
933,M00471,2026-06-26,30000.0,renewal,paid
934,M00471,2026-01-14,3500.0,renewal,paid
935,M00472,2026-05-28,30000.0,renewal,paid
936,M00472,2026-06-18,30000.0,renewal,paid
937,M00472,2026-02-02,3500.0,renewal,paid
938,M00473,2026-06-09,3500.0,renewal,paid
939,M00473,2026-04-16,3500.0,renewal,paid
940,M00474,2026-04-18,30000.0,registration,paid
941,M00474,2026-03-05,30000.0,registration,paid
942,M00474,2026-02-22,3500.0,renewal,paid
943,M00475,2026-06-14,3500.0,membership fee,paid
944,M00475,2026-01-27,9000.0,renewal,paid
945,M00476,2026-03-23,30000.0,registration,paid
946,M00476,2026-01-03,3500.0,renewal,paid
947,M00476,2026-08-05,30000.0,membership fee,paid
948,M00477,2026-01-10,3500.0,renewal,paid
949,M00477,2026-06-29,30000.0,membership fee,paid
950,M00478,2026-04-17,9000.0,membership fee,paid
951,M00478,2026-01-21,9000.0,renewal,paid
952,M00478,2026-04-07,30000.0,renewal,paid
953,M00479,2026-01-11,3500.0,registration,paid
954,M00480,2026-06-13,3500.0,registration,paid
955,M00481,2026-02-26,30000.0,registration,paid
956,M00482,2026-03-09,9000.0,renewal,paid
957,M00482,2026-04-28,9000.0,registration,paid
958,M00483,2026-08-06,3500.0,registration,paid
959,M00483,2026-04-21,3500.0,renewal,paid
960,M00483,2026-03-04,9000.0,membership fee,paid
961,M00484,2026-04-23,9000.0,membership fee,paid
962,M00485,2026-02-25,9000.0,membership fee,paid
963,M00485,2026-01-04,3500.0,renewal,paid
964,M00485,2026-05-14,9000.0,membership fee,paid
965,M00486,2026-04-25,3500.0,registration,paid
966,M00486,2026-05-29,9000.0,renewal,paid
967,M00486,2026-08-31,3500.0,registration,paid
968,M00487,2026-03-30,30000.0,registration,paid
969,M00487,2026-02-17,3500.0,membership fee,paid
970,M00487,2026-04-01,9000.0,renewal,paid
971,M00488,2026-07-18,30000.0,renewal,paid
972,M00488,2026-03-12,3500.0,registration,paid
973,M00489,2026-06-02,9000.0,renewal,paid
974,M00490,2026-04-26,9000.0,renewal,paid
975,M00491,2026-04-22,9000.0,membership fee,paid
976,M00492,2026-08-29,30000.0,registration,paid
977,M00493,2026-01-28,9000.0,renewal,paid
978,M00493,2026-05-08,9000.0,membership fee,paid
979,M00493,2026-05-16,9000.0,renewal,paid
980,M00494,2026-08-03,9000.0,membership fee,paid
981,M00494,2026-08-11,30000.0,membership fee,paid
982,M00494,2026-04-15,30000.0,registration,paid
983,M00495,2026-07-08,3500.0,membership fee,paid
984,M00496,2026-02-28,30000.0,membership fee,paid
985,M00496,2026-08-30,9000.0,registration,paid
986,M00496,2026-08-07,3500.0,renewal,paid
987,M00497,2026-06-13,3500.0,membership fee,paid
988,M00497,2026-07-19,30000.0,registration,paid
989,M00497,2026-06-10,3500.0,membership fee,paid
990,M00498,2026-08-06,9000.0,membership fee,paid
991,M00498,2026-04-02,9000.0,membership fee,paid
992,M00498,2026-03-23,30000.0,renewal,paid
993,M00499,2026-02-14,30000.0,renewal,paid
994,M00499,2026-05-01,30000.0,membership fee,paid
995,M00500,2026-08-07,3500.0,renewal,paid
996,M00500,2026-04-28,9000.0,renewal,paid
997,M00500,2026-05-19,30000.0,membership fee,paid
998,M00501,2026-01-03,30000.0,registration,paid
999,M00501,2026-02-07,30000.0,membership fee,paid
1000,M00502,2026-06-03,3500.0,registration,paid
1001,M00503,2026-06-06,3500.0,renewal,paid
1002,M00504,2026-03-24,30000.0,registration,paid
1003,M00504,2026-07-31,9000.0,renewal,paid
1004,M00505,2026-05-16,30000.0,renewal,paid
1005,M00505,2026-01-30,30000.0,renewal,paid
1006,M00505,2026-04-15,30000.0,registration,paid
1007,M00506,2026-05-13,30000.0,registration,paid
1008,M00506,2026-03-06,3500.0,membership fee,paid
1009,M00506,2026-07-02,3500.0,registration,paid
1010,M00507,2026-08-24,3500.0,renewal,paid
1011,M00508,2026-04-17,9000.0,membership fee,paid
1012,M00508,2026-03-15,3500.0,registration,paid
1013,M00508,2026-05-06,3500.0,renewal,paid
1014,M00509,2026-02-01,3500.0,registration,paid
1015,M00509,2026-01-26,3500.0,registration,paid
1016,M00510,2026-05-01,30000.0,membership fee,paid
1017,M00511,2026-03-19,3500.0,renewal,paid
1018,M00511,2026-02-27,9000.0,registration,paid
1019,M00512,2026-03-06,3500.0,membership fee,paid
1020,M00512,2026-01-07,9000.0,registration,paid
1021,M00512,2026-04-26,3500.0,registration,paid
1022,M00513,2026-04-05,3500.0,registration,paid
1023,M00513,2026-03-03,30000.0,renewal,paid
1024,M00514,2026-08-26,30000.0,membership fee,paid
1025,M00514,2026-05-30,9000.0,membership fee,paid
1026,M00515,2026-05-31,3500.0,renewal,paid
1027,M00516,2026-07-30,9000.0,registration,paid
1028,M00516,2026-04-23,9000.0,registration,paid
1029,M00517,2026-04-27,3500.0,renewal,paid
1030,M00517,2026-07-24,3500.0,renewal,paid
1031,M00517,2026-03-03,9000.0,renewal,paid
1032,M00518,2026-07-02,3500.0,renewal,paid
1033,M00519,2026-06-25,30000.0,renewal,paid
1034,M00520,2026-03-29,3500.0,registration,paid
1035,M00520,2026-08-19,9000.0,renewal,paid
1036,M00521,2026-08-05,30000.0,renewal,paid
1037,M00522,2026-08-14,30000.0,membership fee,paid
1038,M00523,2026-03-06,9000.0,membership fee,paid
1039,M00523,2026-02-17,3500.0,renewal,paid
1040,M00524,2026-02-13,3500.0,renewal,paid
1041,M00524,2026-01-12,30000.0,renewal,paid
1042,M00524,2026-07-21,3500.0,membership fee,paid
1043,M00525,2026-03-08,3500.0,registration,paid
1044,M00525,2026-03-31,3500.0,membership fee,paid
1045,M00525,2026-02-26,9000.0,renewal,paid
1046,M00526,2026-01-29,9000.0,membership fee,paid
1047,M00526,2026-02-26,30000.0,membership fee,paid
1048,M00527,2026-06-12,9000.0,registration,paid
1049,M00527,2026-08-16,9000.0,membership fee,paid
1050,M00528,2026-01-05,30000.0,renewal,paid
1051,M00528,2026-08-16,30000.0,renewal,paid
1052,M00528,2026-01-31,3500.0,registration,paid
1053,M00529,2026-07-04,30000.0,renewal,paid
1054,M00529,2026-01-10,3500.0,registration,paid
1055,M00529,2026-08-09,3500.0,registration,paid
1056,M00530,2026-08-23,9000.0,membership fee,paid
1057,M00530,2026-05-17,3500.0,membership fee,paid
1058,M00530,2026-02-03,30000.0,membership fee,paid
1059,M00531,2026-08-23,9000.0,renewal,paid
1060,M00531,2026-08-16,9000.0,registration,paid
1061,M00532,2026-04-11,9000.0,registration,paid
1062,M00532,2026-07-08,9000.0,membership fee,paid
1063,M00532,2026-08-18,30000.0,registration,paid
1064,M00533,2026-05-01,3500.0,membership fee,paid
1065,M00533,2026-01-01,3500.0,renewal,paid
1066,M00533,2026-01-15,9000.0,membership fee,paid
1067,M00534,2026-01-05,3500.0,registration,paid
1068,M00534,2026-08-16,9000.0,registration,paid
1069,M00534,2026-04-15,30000.0,renewal,paid
1070,M00535,2026-02-26,3500.0,registration,paid
1071,M00535,2026-01-20,30000.0,registration,paid
1072,M00536,2026-03-04,30000.0,registration,paid
1073,M00536,2026-07-17,9000.0,membership fee,paid
1074,M00536,2026-07-06,9000.0,renewal,paid
1075,M00537,2026-03-04,30000.0,registration,paid
1076,M00537,2026-04-17,3500.0,renewal,paid
1077,M00538,2026-02-21,9000.0,registration,paid
1078,M00539,2026-01-11,3500.0,renewal,paid
1079,M00540,2026-03-14,9000.0,renewal,paid
1080,M00540,2026-01-09,30000.0,membership fee,paid
1081,M00540,2026-03-11,30000.0,renewal,paid
1082,M00541,2026-08-28,30000.0,registration,paid
1083,M00541,2026-02-24,3500.0,membership fee,paid
1084,M00542,2026-03-16,9000.0,renewal,paid
1085,M00542,2026-01-06,3500.0,membership fee,paid
1086,M00542,2026-05-07,9000.0,registration,paid
1087,M00543,2026-05-29,30000.0,registration,paid
1088,M00543,2026-02-02,3500.0,membership fee,paid
1089,M00544,2026-01-05,9000.0,renewal,paid
1090,M00544,2026-02-24,9000.0,renewal,paid
1091,M00545,2026-04-27,3500.0,membership fee,paid
1092,M00545,2026-04-25,3500.0,registration,paid
1093,M00546,2026-07-03,3500.0,renewal,paid
1094,M00547,2026-01-17,30000.0,membership fee,paid
1095,M00547,2026-02-24,3500.0,registration,paid
1096,M00548,2026-06-26,30000.0,renewal,paid
1097,M00548,2026-08-26,9000.0,renewal,paid
1098,M00548,2026-05-03,9000.0,renewal,paid
1099,M00549,2026-04-23,3500.0,registration,paid
1100,M00549,2026-06-10,30000.0,membership fee,paid
1101,M00549,2026-04-25,30000.0,renewal,paid
1102,M00550,2026-08-15,3500.0,renewal,paid
1103,M00550,2026-05-21,9000.0,membership fee,paid
1104,M00550,2026-08-19,9000.0,membership fee,paid
1105,M00551,2026-05-08,30000.0,membership fee,paid
1106,M00551,2026-06-05,30000.0,renewal,paid
1107,M00552,2026-06-11,3500.0,renewal,paid
1108,M00552,2026-01-26,3500.0,renewal,paid
1109,M00552,2026-05-09,9000.0,membership fee,paid
1110,M00553,2026-08-22,3500.0,membership fee,paid
1111,M00553,2026-02-25,9000.0,registration,paid
