,member_id,attendance_date,facility,check_in_time
2105,M00183,2026-04-20,football,16:15
2106,M00436,2026-02-08,badminton,15:30
2107,M00107,2026-03-11,basketball,17:30
2108,M00079,2026-07-21,gym,10:15
2109,M00328,2026-02-07,basketball,20:45
2110,M00069,2026-01-29,football,19:30
2111,M00149,2026-01-24,badminton,10:15
2112,M00395,2026-04-01,badminton,21:45
2113,M00493,2026-06-27,basketball,16:15
2114,M00252,2026-04-09,basketball,21:45
2115,M00546,2026-05-18,swimming pool,18:00
2116,M00595,2026-07-03,basketball,13:00
2117,M00241,2026-04-03,gym,12:00
2118,M00372,2026-05-23,basketball,10:00
2119,M00062,2026-08-22,badminton,17:15
2120,M00302,2026-04-28,swimming pool,19:15
2121,M00216,2026-07-31,swimming pool,07:15
2122,M00121,2026-06-28,swimming pool,18:00
2123,M00435,2026-04-06,gym,09:00
2124,M00489,2026-08-03,football,11:00
2125,M00151,2026-04-04,swimming pool,08:15
2126,M00079,2026-01-04,football,19:15
2127,M00187,2026-05-01,swimming pool,15:45
2128,M00422,2026-07-04,badminton,20:00
2129,M00294,2026-01-29,swimming pool,07:00
2130,M00178,2026-05-09,swimming pool,06:45
2131,M00434,2026-06-24,basketball,14:30
2132,M00233,2026-04-19,swimming pool,14:00
2133,M00535,2026-04-07,swimming pool,12:45
2134,M00058,2026-02-26,basketball,11:00
2135,M00480,2026-05-03,badminton,18:45
2136,M00169,2026-01-14,badminton,19:15
2137,M00277,2026-01-28,gym,08:30
2138,M00344,2026-01-08,swimming pool,15:15
2139,M00555,2026-01-28,gym,12:00
2140,M00317,2026-02-18,football,12:00
2141,M00247,2026-03-10,gym,07:45
2142,M00047,2026-01-13,badminton,08:30
2143,M00009,2026-04-02,badminton,18:15
2144,M00323,2026-07-12,basketball,17:15
2145,M00100,2026-03-26,basketball,09:15
2146,M00025,2026-05-31,basketball,21:00
2147,M00298,2026-02-11,swimming pool,20:00
2148,M00096,2026-07-03,swimming pool,12:15
2149,M00165,2026-05-09,football,16:45
2150,M00135,2026-03-28,badminton,17:45
2151,M00041,2026-08-17,basketball,13:15
2152,M00077,2026-02-09,football,21:00
2153,M00016,2026-02-06,badminton,08:45
2154,M00097,2026-04-27,badminton,11:30
2155,M00166,2026-01-18,badminton,17:30
2156,M00092,2026-01-19,swimming pool,20:30
2157,M00485,2026-03-07,basketball,10:00
2158,M00583,2026-05-05,gym,17:30
2159,M00411,2026-04-15,football,10:45
2160,M00376,2026-05-12,football,16:30
2161,M00086,2026-06-24,basketball,20:30
2162,M00044,2026-06-08,gym,13:00
2163,M00159,2026-08-07,gym,15:45
2164,M00163,2026-05-26,basketball,08:15
2165,M00398,2026-08-12,basketball,08:30
2166,M00478,2026-04-30,football,20:00
2167,M00088,2026-02-16,gym,18:45
2168,M00205,2026-04-13,badminton,08:30
2169,M00351,2026-06-04,basketball,12:45
2170,M00118,2026-03-13,basketball,07:15
2171,M00482,2026-02-07,swimming pool,16:00
2172,M00390,2026-01-16,badminton,19:45
2173,M00219,2026-01-14,swimming pool,06:45
2174,M00277,2026-03-06,swimming pool,08:15
2175,M00071,2026-03-12,basketball,08:30
2176,M00463,2026-08-12,basketball,12:30
2177,M00189,2026-08-01,gym,08:45
2178,M00351,2026-07-12,badminton,11:15
2179,M00358,2026-08-30,basketball,21:45
2180,M00549,2026-06-26,swimming pool,19:30
2181,M00585,2026-04-10,gym,12:00
2182,M00593,2026-06-07,swimming pool,16:30
2183,M00015,2026-02-08,basketball,10:45
2184,M00325,2026-01-30,basketball,14:00
2185,M00462,2026-08-30,swimming pool,20:00
2186,M00038,2026-02-25,swimming pool,19:15
2187,M00387,2026-02-25,badminton,12:15
2188,M00591,2026-01-04,badminton,17:00
2189,M00310,2026-08-18,badminton,09:45
2190,M00467,2026-04-16,basketball,17:30
2191,M00556,2026-04-20,football,16:00
2192,M00181,2026-04-28,basketball,17:15
2193,M00567,2026-06-02,swimming pool,19:45
2194,M00292,2026-08-05,basketball,15:00
2195,M00090,2026-07-26,gym,08:00
2196,M00422,2026-01-27,basketball,09:45
2197,M00516,2026-05-29,gym,15:45
2198,M00217,2026-02-27,basketball,18:00
2199,M00201,2026-08-08,basketball,09:30
2200,M00476,2026-04-16,basketball,06:30
2201,M00230,2026-05-10,badminton,14:30
2202,M00315,2026-08-03,basketball,13:00
2203,M00425,2026-01-09,gym,06:15
2204,M00384,2026-08-04,football,16:30
2205,M00175,2026-05-27,basketball,13:45
2206,M00198,2026-06-07,basketball,07:45
2207,M00132,2026-08-29,basketball,11:45
2208,M00326,2026-05-13,swimming pool,19:15
2209,M00102,2026-07-01,swimming pool,09:45
2210,M00267,2026-08-03,football,11:30
2211,M00209,2026-01-24,gym,06:45
2212,M00012,2026-06-10,football,10:00
2213,M00557,2026-08-24,gym,18:00
2214,M00134,2026-04-27,badminton,11:15
2215,M00228,2026-03-18,swimming pool,13:45
2216,M00267,2026-06-18,gym,14:00
2217,M00148,2026-06-10,gym,09:00
2218,M00471,2026-08-26,football,09:00
2219,M00146,2026-03-14,badminton,11:00
2220,M00080,2026-05-07,badminton,12:45
2221,M00104,2026-05-06,gym,19:00
2222,M00499,2026-06-10,gym,12:45
2223,M00385,2026-08-16,badminton,20:15
2224,M00185,2026-03-18,gym,11:00
2225,M00121,2026-03-29,badminton,21:00
2226,M00163,2026-05-14,badminton,09:15
2227,M00031,2026-05-18,gym,10:15
2228,M00374,2026-01-30,swimming pool,06:30
2229,M00142,2026-02-26,gym,10:30
2230,M00281,2026-05-04,swimming pool,08:30
2231,M00565,2026-06-16,badminton,20:45
2232,M00447,2026-05-12,basketball,12:30
2233,M00178,2026-02-20,badminton,18:00
2234,M00598,2026-07-23,football,15:15
2235,M00211,2026-07-04,basketball,19:45
2236,M00434,2026-06-02,badminton,16:00
2237,M00393,2026-04-20,swimming pool,17:30
2238,M00066,2026-04-26,swimming pool,07:30
2239,M00420,2026-03-17,football,17:45
2240,M00031,2026-01-30,swimming pool,16:45
2241,M00191,2026-04-02,swimming pool,08:15
2242,M00381,2026-04-06,swimming pool,16:00
2243,M00010,2026-03-23,gym,16:15
2244,M00477,2026-05-26,badminton,13:00
2245,M00395,2026-03-14,football,12:15
2246,M00106,2026-05-24,badminton,08:45
2247,M00446,2026-03-23,badminton,12:15
2248,M00051,2026-07-25,basketball,21:00
2249,M00282,2026-04-18,gym,09:45
2250,M00176,2026-06-03,badminton,18:15
2251,M00591,2026-01-06,badminton,06:00
2252,M00473,2026-03-14,swimming pool,18:00
2253,M00547,2026-08-24,football,07:30
2254,M00017,2026-01-18,basketball,09:45
2255,M00309,2026-03-12,badminton,17:45
2256,M00082,2026-05-23,badminton,21:00
2257,M00403,2026-03-18,basketball,21:00
2258,M00383,2026-08-29,football,09:00
2259,M00230,2026-01-13,gym,10:00
2260,M00331,2026-08-09,basketball,13:15
2261,M00091,2026-02-18,badminton,06:00
2262,M00266,2026-08-15,gym,09:00
2263,M00312,2026-01-20,badminton,16:45
2264,M00277,2026-06-28,swimming pool,10:45
2265,M00123,2026-02-02,badminton,10:45
2266,M00458,2026-06-21,gym,13:45
2267,M00502,2026-03-13,badminton,21:15
2268,M00095,2026-03-09,badminton,08:30
2269,M00572,2026-08-02,swimming pool,12:00
2270,M00077,2026-05-07,gym,12:00
2271,M00222,2026-04-30,basketball,12:45
2272,M00108,2026-03-29,swimming pool,16:30
2273,M00465,2026-06-17,swimming pool,09:15
2274,M00225,2026-08-23,badminton,18:45
2275,M00526,2026-02-21,basketball,12:00
2276,M00285,2026-04-19,swimming pool,15:00
2277,M00151,2026-04-29,gym,09:15
2278,M00017,2026-08-17,basketball,11:30
2279,M00030,2026-05-02,football,20:30
2280,M00272,2026-01-31,football,08:30
2281,M00442,2026-02-24,swimming pool,18:45
2282,M00521,2026-03-27,gym,20:30
2283,M00379,2026-01-26,gym,18:45
2284,M00199,2026-03-17,swimming pool,18:15
2285,M00283,2026-05-16,football,21:45
2286,M00112,2026-06-24,gym,13:00
2287,M00225,2026-01-30,gym,07:30
2288,M00245,2026-01-17,football,09:30
2289,M00232,2026-08-14,football,18:45
2290,M00403,2026-01-26,swimming pool,14:45
2291,M00211,2026-02-13,swimming pool,17:30
2292,M00295,2026-07-07,gym,09:15
2293,M00516,2026-08-21,football,21:30
2294,M00245,2026-02-13,badminton,08:15
2295,M00192,2026-03-27,basketball,10:00
2296,M00486,2026-04-20,badminton,06:15
2297,M00271,2026-08-14,gym,11:00
2298,M00361,2026-05-02,football,06:45
2299,M00254,2026-05-01,gym,07:00
2300,M00581,2026-06-24,badminton,13:15
2301,M00151,2026-07-18,gym,09:30
2302,M00344,2026-04-26,basketball,17:30
2303,M00499,2026-03-06,badminton,20:00
2304,M00362,2026-03-19,badminton,21:00
2305,M00277,2026-06-25,football,06:15
2306,M00421,2026-08-08,swimming pool,10:30
2307,M00510,2026-01-08,swimming pool,19:30
2308,M00212,2026-07-10,gym,12:45
2309,M00111,2026-03-12,football,20:15
2310,M00272,2026-08-22,badminton,16:45
2311,M00428,2026-08-30,badminton,15:15
2312,M00043,2026-05-29,football,16:00
2313,M00444,2026-07-23,basketball,17:30
2314,M00113,2026-01-03,basketball,10:45
2315,M00154,2026-05-14,badminton,11:30
2316,M00499,2026-03-15,gym,15:00
2317,M00465,2026-01-11,swimming pool,15:00
2318,M00055,2026-05-06,badminton,06:45
2319,M00361,2026-06-19,gym,07:30
2320,M00142,2026-03-31,badminton,10:00
2321,M00278,2026-02-06,swimming pool,19:00
2322,M00298,2026-02-26,gym,21:30
2323,M00255,2026-07-27,basketball,19:45
2324,M00101,2026-08-17,badminton,15:30
2325,M00178,2026-05-25,basketball,16:15
2326,M00205,2026-03-06,swimming pool,19:15
2327,M00309,2026-03-20,gym,15:45
2328,M00559,2026-02-16,basketball,19:00
2329,M00142,2026-05-15,basketball,16:30
2330,M00480,2026-04-01,basketball,20:45
2331,M00421,2026-04-29,gym,06:45
2332,M00091,2026-07-13,swimming pool,15:15
2333,M00595,2026-05-12,badminton,10:30
2334,M00055,2026-07-13,basketball,10:45
2335,M00007,2026-04-29,football,20:00
2336,M00087,2026-01-15,badminton,09:30
2337,M00100,2026-07-30,badminton,21:30
2338,M00063,2026-02-01,football,07:15
2339,M00529,2026-02-06,football,21:15
2340,M00229,2026-08-18,swimming pool,15:30
2341,M00007,2026-07-26,basketball,12:00
2342,M00069,2026-01-01,swimming pool,09:00
2343,M00254,2026-02-22,gym,21:00
2344,M00518,2026-04-24,basketball,07:00
2345,M00308,2026-04-14,basketball,11:15
2346,M00560,2026-03-08,football,20:00
2347,M00443,2026-02-07,gym,11:15
2348,M00247,2026-02-13,football,12:45
2349,M00492,2026-03-16,badminton,09:45
2350,M00377,2026-06-20,badminton,18:45
2351,M00110,2026-04-29,basketball,19:15
2352,M00029,2026-03-14,basketball,09:45
2353,M00012,2026-05-29,badminton,07:45
2354,M00044,2026-08-21,badminton,10:45
2355,M00470,2026-03-12,gym,11:30
2356,M00513,2026-08-08,football,12:30
2357,M00538,2026-04-10,football,08:15
2358,M00156,2026-04-01,football,16:45
2359,M00144,2026-03-13,badminton,18:00
2360,M00496,2026-04-07,basketball,11:30
2361,M00133,2026-06-28,badminton,17:45
2362,M00070,2026-01-12,gym,11:15
2363,M00099,2026-06-20,gym,21:45
2364,M00332,2026-07-14,swimming pool,13:00
2365,M00179,2026-07-06,basketball,19:00
2366,M00064,2026-06-06,badminton,09:00
2367,M00075,2026-04-24,badminton,06:15
2368,M00329,2026-01-28,basketball,18:15
2369,M00588,2026-05-23,swimming pool,12:30
2370,M00503,2026-04-23,badminton,13:15
2371,M00166,2026-04-22,football,12:00
2372,M00597,2026-01-07,gym,12:00
2373,M00144,2026-08-17,gym,17:45
2374,M00582,2026-05-20,gym,16:15
2375,M00541,2026-05-08,swimming pool,12:45
2376,M00513,2026-04-01,badminton,10:00
2377,M00450,2026-04-20,basketball,08:00
2378,M00131,2026-07-20,football,15:00
2379,M00121,2026-05-08,swimming pool,07:30
2380,M00024,2026-02-27,badminton,14:45
2381,M00367,2026-01-18,swimming pool,15:00
2382,M00548,2026-05-28,swimming pool,15:45
2383,M00059,2026-05-20,gym,21:30
2384,M00031,2026-01-09,badminton,19:30
2385,M00206,2026-03-27,gym,10:15
2386,M00561,2026-07-29,badminton,07:15
2387,M00506,2026-01-19,football,07:30
2388,M00073,2026-04-17,football,08:45
2389,M00133,2026-03-11,gym,09:00
2390,M00509,2026-05-10,swimming pool,17:45
2391,M00490,2026-03-19,swimming pool,06:00
2392,M00027,2026-07-18,swimming pool,18:00
2393,M00566,2026-05-04,gym,18:45
2394,M00129,2026-04-21,basketball,10:00
2395,M00449,2026-01-31,football,17:30
2396,M00199,2026-03-29,basketball,07:15
2397,M00238,2026-01-24,football,06:15
2398,M00423,2026-07-11,football,07:00
2399,M00256,2026-07-28,gym,08:00
2400,M00130,2026-04-23,swimming pool,15:00
2401,M00322,2026-03-31,football,13:30
2402,M00133,2026-06-05,basketball,21:00
2403,M00079,2026-01-20,badminton,12:45
2404,M00366,2026-08-18,swimming pool,20:30
2405,M00376,2026-07-19,football,15:15
2406,M00540,2026-08-17,badminton,16:00
2407,M00056,2026-03-30,basketball,21:30
2408,M00081,2026-02-22,swimming pool,13:30
2409,M00567,2026-02-23,gym,17:15
2410,M00037,2026-03-02,basketball,20:00
2411,M00022,2026-05-08,gym,14:30
2412,M00394,2026-03-18,gym,07:30
2413,M00394,2026-05-07,gym,18:45
2414,M00455,2026-01-12,swimming pool,12:45
2415,M00189,2026-06-18,basketball,07:30
2416,M00033,2026-05-19,badminton,06:30
2417,M00269,2026-07-27,football,12:00
2418,M00350,2026-07-05,football,19:45
2419,M00059,2026-07-26,gym,18:30
2420,M00548,2026-04-29,basketball,14:15
2421,M00391,2026-04-30,swimming pool,10:00
2422,M00288,2026-07-24,badminton,08:15
2423,M00556,2026-03-17,badminton,18:00
2424,M00281,2026-04-03,badminton,14:00
2425,M00128,2026-03-20,football,16:30
2426,M00184,2026-04-24,basketball,06:45
2427,M00010,2026-04-30,gym,17:45
2428,M00570,2026-02-25,basketball,07:00
2429,M00284,2026-08-18,football,16:00
2430,M00452,2026-02-16,badminton,14:30
2431,M00507,2026-02-02,swimming pool,11:15
2432,M00051,2026-03-01,gym,07:15
2433,M00519,2026-08-09,basketball,16:00
2434,M00567,2026-07-03,swimming pool,07:30
2435,M00264,2026-01-05,badminton,07:15
2436,M00359,2026-01-28,gym,20:00
2437,M00524,2026-01-20,swimming pool,12:30
2438,M00585,2026-04-06,basketball,08:45
2439,M00290,2026-02-06,gym,16:30
2440,M00344,2026-04-15,badminton,21:30
2441,M00032,2026-02-11,badminton,07:30
2442,M00154,2026-08-22,football,06:00
2443,M00217,2026-07-26,badminton,17:15
2444,M00388,2026-08-01,football,07:15
2445,M00391,2026-07-15,gym,08:15
2446,M00579,2026-05-09,football,19:00
2447,M00541,2026-07-24,gym,21:45
2448,M00325,2026-03-10,swimming pool,15:15
2449,M00337,2026-03-04,badminton,13:45
2450,M00323,2026-07-11,gym,13:45
2451,M00420,2026-04-03,gym,17:00
2452,M00371,2026-06-17,basketball,13:45
2453,M00429,2026-02-28,football,10:15
2454,M00418,2026-06-22,football,10:30
2455,M00294,2026-03-29,badminton,09:00
2456,M00419,2026-04-18,football,10:45
2457,M00203,2026-08-19,swimming pool,20:00
2458,M00171,2026-01-31,basketball,14:45
2459,M00104,2026-02-02,gym,19:00
2460,M00171,2026-01-19,swimming pool,18:45
2461,M00363,2026-02-02,basketball,13:30
2462,M00122,2026-03-28,badminton,09:00
2463,M00076,2026-07-09,badminton,20:45
2464,M00461,2026-07-09,basketball,15:45
2465,M00138,2026-07-07,swimming pool,08:15
2466,M00008,2026-06-01,football,17:45
2467,M00389,2026-03-24,basketball,11:30
2468,M00100,2026-03-01,badminton,21:30
2469,M00050,2026-05-25,football,19:30
2470,M00331,2026-04-09,badminton,11:15
2471,M00043,2026-07-28,swimming pool,19:30
2472,M00589,2026-08-14,football,16:00
2473,M00356,2026-03-14,swimming pool,09:30
2474,M00281,2026-05-05,basketball,13:15
2475,M00296,2026-08-29,badminton,09:15
2476,M00286,2026-02-06,gym,12:15
2477,M00029,2026-06-03,gym,12:00
2478,M00501,2026-08-02,gym,17:15
2479,M00289,2026-08-30,football,19:45
2480,M00534,2026-02-02,basketball,15:00
2481,M00123,2026-04-24,basketball,21:30
2482,M00089,2026-08-10,swimming pool,14:00
2483,M00363,2026-07-25,gym,13:00
2484,M00335,2026-02-10,football,16:30
2485,M00465,2026-06-11,football,08:30
2486,M00040,2026-04-21,gym,16:15
2487,M00572,2026-06-19,gym,06:15
2488,M00141,2026-05-31,basketball,13:15
2489,M00272,2026-05-01,swimming pool,21:15
2490,M00509,2026-03-14,swimming pool,12:00
2491,M00529,2026-08-08,swimming pool,06:45
2492,M00069,2026-05-06,football,12:15
2493,M00040,2026-04-18,badminton,18:15
2494,M00358,2026-05-04,football,11:30
2495,M00238,2026-08-13,badminton,21:45
2496,M00402,2026-06-03,badminton,21:30
2497,M00099,2026-02-26,gym,15:45
2498,M00458,2026-03-25,swimming pool,19:00
2499,M00181,2026-04-29,badminton,09:30
2500,M00408,2026-06-30,swimming pool,21:45
2501,M00422,2026-06-25,swimming pool,06:30
2502,M00275,2026-05-10,swimming pool,19:00
2503,M00576,2026-07-17,badminton,14:30
2504,M00422,2026-04-11,basketball,19:45
2505,M00267,2026-08-22,gym,14:45
2506,M00225,2026-03-28,gym,15:45
2507,M00420,2026-02-26,football,11:15
2508,M00113,2026-08-31,football,16:15
2509,M00553,2026-01-06,gym,18:00
2510,M00342,2026-08-22,badminton,08:00
2511,M00532,2026-02-23,badminton,12:15
2512,M00549,2026-04-12,swimming pool,15:15
2513,M00383,2026-03-26,basketball,12:15
2514,M00014,2026-01-10,gym,09:45
2515,M00497,2026-01-11,swimming pool,15:30
2516,M00025,2026-02-28,swimming pool,07:30
2517,M00127,2026-07-28,basketball,18:15
2518,M00277,2026-08-09,gym,08:00
2519,M00517,2026-07-04,basketball,06:00
2520,M00555,2026-06-04,swimming pool,09:45
2521,M00199,2026-08-01,football,15:30
2522,M00436,2026-05-12,gym,15:30
2523,M00470,2026-02-21,gym,14:45
2524,M00386,2026-03-16,basketball,08:15
2525,M00417,2026-05-24,badminton,21:30
2526,M00547,2026-05-10,swimming pool,18:00
2527,M00509,2026-07-06,basketball,17:00
2528,M00464,2026-02-27,football,06:45
2529,M00238,2026-04-25,badminton,21:00
2530,M00319,2026-03-27,swimming pool,08:00
2531,M00575,2026-02-13,swimming pool,21:15
2532,M00086,2026-02-06,basketball,21:15
2533,M00061,2026-07-16,basketball,14:45
2534,M00319,2026-07-09,badminton,10:00
2535,M00330,2026-06-26,football,19:00
2536,M00275,2026-06-26,swimming pool,21:45
2537,M00321,2026-06-16,swimming pool,16:45
2538,M00495,2026-05-12,football,08:00
2539,M00436,2026-06-29,gym,18:15
2540,M00014,2026-02-11,football,09:15
2541,M00203,2026-04-23,gym,07:45
2542,M00508,2026-02-13,football,21:15
2543,M00561,2026-04-18,basketball,06:30
2544,M00121,2026-04-22,badminton,14:30
2545,M00381,2026-05-25,swimming pool,10:30
2546,M00536,2026-06-25,swimming pool,17:30
2547,M00484,2026-04-29,swimming pool,16:15
2548,M00169,2026-05-15,basketball,06:30
2549,M00427,2026-02-15,swimming pool,21:00
2550,M00006,2026-03-21,swimming pool,12:00
2551,M00551,2026-04-28,badminton,09:00
2552,M00480,2026-06-02,swimming pool,08:30
2553,M00573,2026-08-15,swimming pool,17:00
2554,M00198,2026-03-12,badminton,19:30
2555,M00377,2026-06-09,basketball,14:15
2556,M00080,2026-06-01,swimming pool,09:15
2557,M00287,2026-02-15,badminton,09:15
2558,M00535,2026-05-31,basketball,16:30
2559,M00485,2026-02-23,swimming pool,06:15
2560,M00222,2026-01-24,football,10:15
2561,M00169,2026-05-02,gym,16:00
2562,M00054,2026-02-05,football,20:45
2563,M00484,2026-03-25,badminton,09:15
2564,M00574,2026-04-11,basketball,18:45
2565,M00364,2026-03-21,football,16:00
2566,M00220,2026-02-12,badminton,10:45
2567,M00574,2026-04-24,basketball,14:00
2568,M00572,2026-08-19,basketball,17:15
2569,M00026,2026-08-10,badminton,20:30
2570,M00435,2026-02-24,football,12:45
2571,M00384,2026-02-15,gym,12:45
2572,M00370,2026-05-15,swimming pool,06:30
2573,M00337,2026-01-25,badminton,14:00
2574,M00280,2026-01-09,badminton,21:45
2575,M00045,2026-06-28,badminton,14:00
2576,M00586,2026-07-30,gym,21:45
2577,M00503,2026-02-14,basketball,09:00
2578,M00379,2026-01-08,football,10:15
2579,M00135,2026-01-22,basketball,09:00
2580,M00455,2026-06-13,gym,16:00
2581,M00558,2026-03-13,swimming pool,06:30
2582,M00325,2026-08-18,swimming pool,17:00
2583,M00413,2026-04-17,gym,08:15
2584,M00514,2026-02-07,badminton,08:15
2585,M00455,2026-01-12,badminton,12:45
2586,M00178,2026-06-12,gym,15:30
2587,M00575,2026-03-31,gym,16:45
2588,M00582,2026-08-03,gym,20:00
2589,M00120,2026-08-24,gym,11:00
2590,M00191,2026-03-23,football,06:15
2591,M00011,2026-02-25,badminton,20:00
2592,M00253,2026-03-20,swimming pool,10:30
2593,M00055,2026-04-08,badminton,11:30
2594,M00144,2026-05-25,badminton,19:15
2595,M00193,2026-03-11,swimming pool,11:30
2596,M00266,2026-06-28,basketball,14:00
2597,M00502,2026-04-01,football,17:30
2598,M00536,2026-04-26,swimming pool,07:45
2599,M00160,2026-05-18,football,12:45
2600,M00356,2026-06-15,badminton,12:30
2601,M00516,2026-05-22,badminton,08:15
2602,M00265,2026-02-25,basketball,14:00
2603,M00119,2026-05-13,swimming pool,21:15
2604,M00479,2026-05-31,badminton,17:45
2605,M00035,2026-03-24,gym,17:00
2606,M00163,2026-04-18,basketball,16:30
2607,M00103,2026-02-17,badminton,15:15
2608,M00479,2026-05-20,swimming pool,06:45
2609,M00468,2026-06-01,football,19:45
2610,M00485,2026-08-02,swimming pool,14:30
2611,M00346,2026-05-04,basketball,15:00
2612,M00240,2026-07-15,football,09:45
2613,M00437,2026-07-18,badminton,18:00
2614,M00168,2026-05-12,swimming pool,15:15
2615,M00582,2026-07-12,swimming pool,10:30
2616,M00056,2026-01-24,badminton,10:30
2617,M00470,2026-04-12,swimming pool,20:00
2618,M00152,2026-02-21,swimming pool,15:30
2619,M00083,2026-02-17,swimming pool,12:45
2620,M00093,2026-07-05,swimming pool,10:30
2621,M00006,2026-05-03,swimming pool,17:00
2622,M00483,2026-05-21,basketball,12:45
2623,M00386,2026-08-01,basketball,13:00
2624,M00397,2026-02-02,badminton,10:45
2625,M00335,2026-08-18,badminton,19:45
2626,M00547,2026-01-19,badminton,21:00
2627,M00228,2026-08-15,football,11:15
2628,M00378,2026-04-03,badminton,06:45
2629,M00080,2026-06-15,swimming pool,10:45
2630,M00193,2026-01-12,swimming pool,15:45
2631,M00096,2026-03-28,basketball,11:45
2632,M00155,2026-03-14,badminton,18:45
2633,M00036,2026-03-08,basketball,11:15
2634,M00408,2026-06-24,football,09:45
2635,M00085,2026-03-30,gym,18:00
2636,M00165,2026-03-23,swimming pool,18:45
2637,M00012,2026-05-05,basketball,19:00
2638,M00311,2026-04-19,badminton,09:45
2639,M00515,2026-04-06,basketball,16:30
2640,M00115,2026-07-21,swimming pool,19:45
2641,M00082,2026-02-08,gym,16:30
2642,M00203,2026-05-12,football,20:45
2643,M00050,2026-04-29,badminton,07:00
2644,M00502,2026-04-28,badminton,07:30
2645,M00259,2026-04-19,badminton,15:00
2646,M00556,2026-03-10,swimming pool,15:30
2647,M00428,2026-01-05,basketball,16:30
2648,M00037,2026-06-02,gym,17:00
2649,M00545,2026-07-09,basketball,13:15
2650,M00087,2026-05-17,gym,10:15
2651,M00506,2026-04-21,badminton,17:45
2652,M00250,2026-08-24,football,20:00
2653,M00079,2026-03-25,badminton,07:15
2654,M00104,2026-04-08,football,08:30
2655,M00310,2026-04-19,basketball,06:15
2656,M00264,2026-07-04,gym,19:00
2657,M00197,2026-05-27,badminton,15:15
2658,M00051,2026-04-06,football,21:15
2659,M00448,2026-03-12,swimming pool,14:00
2660,M00409,2026-08-21,swimming pool,15:30
2661,M00006,2026-04-15,swimming pool,06:45
2662,M00133,2026-03-12,badminton,20:30
2663,M00100,2026-02-26,swimming pool,06:30
2664,M00227,2026-01-17,football,15:45
2665,M00431,2026-06-12,football,16:45
2666,M00488,2026-08-27,football,06:30
2667,M00349,2026-03-23,badminton,20:15
2668,M00474,2026-08-07,basketball,12:15
2669,M00400,2026-03-07,basketball,07:00
2670,M00499,2026-05-24,badminton,08:15
2671,M00543,2026-04-05,badminton,15:30
2672,M00463,2026-06-22,basketball,06:15
2673,M00599,2026-02-12,football,17:45
2674,M00426,2026-07-15,gym,15:45
2675,M00241,2026-04-07,football,10:45
2676,M00127,2026-01-25,basketball,12:15
2677,M00114,2026-05-27,badminton,11:15
2678,M00411,2026-05-21,basketball,17:15
2679,M00429,2026-08-19,football,14:30
2680,M00372,2026-06-11,gym,16:45
2681,M00231,2026-08-08,basketball,21:45
2682,M00294,2026-07-31,basketball,11:15
2683,M00410,2026-03-15,gym,16:45
2684,M00177,2026-06-24,gym,18:45
2685,M00429,2026-04-16,swimming pool,06:15
2686,M00142,2026-06-06,football,08:45
2687,M00024,2026-03-25,football,13:15
2688,M00583,2026-06-10,basketball,08:30
2689,M00024,2026-07-10,football,18:15
2690,M00166,2026-04-28,badminton,13:15
2691,M00484,2026-08-28,swimming pool,16:15
2692,M00301,2026-01-17,gym,12:45
2693,M00471,2026-03-04,football,20:15
2694,M00182,2026-04-29,football,09:30
2695,M00164,2026-03-04,basketball,08:00
2696,M00034,2026-06-24,basketball,21:45
2697,M00073,2026-07-20,basketball,14:00
2698,M00547,2026-07-02,gym,20:45
2699,M00062,2026-03-16,basketball,07:30
2700,M00410,2026-07-03,football,20:45
2701,M00128,2026-01-27,swimming pool,14:00
2702,M00174,2026-04-04,basketball,16:15
2703,M00249,2026-07-23,basketball,12:30
2704,M00100,2026-03-26,gym,20:45
2705,M00251,2026-07-13,badminton,16:30
2706,M00456,2026-03-26,basketball,14:30
2707,M00037,2026-07-14,swimming pool,10:30
2708,M00027,2026-02-26,badminton,17:30
2709,M00315,2026-08-30,swimming pool,15:45
2710,M00451,2026-06-22,badminton,10:15
2711,M00151,2026-06-05,badminton,18:30
2712,M00234,2026-01-08,swimming pool,15:15
2713,M00599,2026-01-04,badminton,17:45
2714,M00489,2026-06-08,swimming pool,17:15
2715,M00514,2026-03-22,football,17:45
2716,M00497,2026-06-15,swimming pool,21:15
2717,M00496,2026-08-18,basketball,06:00
2718,M00351,2026-02-27,badminton,12:15
2719,M00154,2026-03-13,football,09:15
2720,M00366,2026-05-08,basketball,06:15
2721,M00208,2026-04-04,gym,18:00
2722,M00338,2026-05-10,gym,14:00
2723,M00058,2026-04-25,football,13:15
2724,M00263,2026-07-24,swimming pool,13:15
2725,M00468,2026-02-15,gym,14:30
2726,M00094,2026-07-10,swimming pool,08:15
2727,M00536,2026-03-19,gym,12:15
2728,M00250,2026-05-30,football,21:45
2729,M00101,2026-05-18,gym,16:00
2730,M00202,2026-05-03,gym,20:00
2731,M00488,2026-02-20,gym,12:45
2732,M00308,2026-05-26,gym,19:00
2733,M00454,2026-07-19,swimming pool,20:00
2734,M00258,2026-07-13,basketball,14:45
2735,M00181,2026-03-26,football,21:30
2736,M00307,2026-03-09,football,13:30
2737,M00282,2026-06-23,football,15:45
2738,M00115,2026-07-13,swimming pool,21:00
2739,M00327,2026-08-17,football,21:45
2740,M00168,2026-02-15,gym,19:30
2741,M00097,2026-08-25,basketball,16:15
2742,M00199,2026-07-19,gym,13:15
